site,G1Known,G2Known,G3Known,G4Known,G5Known
unlimitedrevs.com,0.0,0.0,0.0,1.0,0.0
upload.datpiff.com,0.0,0.0,0.0,1.0,0.0
uproxx.com,0.2,0.2,0.2,0.2,0.2
us-ads.openx.net,0.2,0.4,0.2,0.2,0.0
us-mg4.mail.yahoo.com,0.333333333333,0.333333333333,0.166666666667,0.166666666667,0.0
us-mg5.mail.yahoo.com,0.478260869565,0.0869565217391,0.217391304348,0.217391304348,0.0
us-mg6.mail.yahoo.com,0.5,0.227272727273,0.0909090909091,0.136363636364,0.0454545454545
us-presidents.insidegov.com,1.0,0.0,0.0,0.0,0.0
us.msn.com,0.346666666667,0.146666666667,0.32,0.14,0.0466666666667
us.thetaxcalculator.net,0.0,0.0,0.0,0.0,1.0
usaportal.com,0.4,0.133333333333,0.333333333333,0.0666666666667,0.0666666666667
usatoday.com,0.0,0.0,1.0,0.0,0.0
useconomy.about.com,0.0,0.0,1.0,0.0,0.0
usgovinfo.about.com,1.0,0.0,0.0,0.0,0.0
usnews.com,0.142857142857,0.0,0.571428571429,0.285714285714,0.0
utsandiego.com,0.333333333333,0.0,0.0,0.666666666667,0.0
uw.alltopics.com,0.0,0.0,0.0,1.0,0.0
uzmanim.net,0.0,0.0,0.0,1.0,0.0
vacationrentals.com,1.0,0.0,0.0,0.0,0.0
variety.com,0.333333333333,0.0,0.333333333333,0.333333333333,0.0
variouscancers.com,1.0,0.0,0.0,0.0,0.0
vc.alltopics.com,0.0,0.0,0.0,1.0,0.0
vector.us,0.0,0.0,0.0,1.0,0.0
vegetarian.about.com,0.0,1.0,0.0,0.0,0.0
veja.abril.com.br,0.0,0.0,0.0,1.0,0.0
velonews.competitor.com,0.0,0.0,1.0,0.0,0.0
venturebeat.com,1.0,0.0,0.0,0.0,0.0
verizon.net,1.0,0.0,0.0,0.0,0.0
vession.com,0.0,1.0,0.0,0.0,0.0
vid2.revineking.net,1.0,0.0,0.0,0.0,0.0
vidbreak.com,0.0,1.0,0.0,0.0,0.0
video.b1.org,0.0,0.0,0.0,1.0,0.0
video.foxnews.com,0.0,1.0,0.0,0.0,0.0
video.gamingprecision.com,0.666666666667,0.333333333333,0.0,0.0,0.0
video.islandsmag.tv,0.0,1.0,0.0,0.0,0.0
videos.dirtrider.tv,0.0,1.0,0.0,0.0,0.0
videos.nola.com,0.0,1.0,0.0,0.0,0.0
videos.workingmothertv.com,0.0,1.0,0.0,0.0,0.0
videoshub.com,0.0,1.0,0.0,0.0,0.0
viedemerde.fr,0.0,0.0,1.0,0.0,0.0
vietbao.com,0.0,0.0,0.0,1.0,0.0
viewfromthewing.boardingarea.com,0.0,0.0,0.0,0.0,1.0
viewitems.ebay.com.au,0.0,0.0,1.0,0.0,0.0
viewmixed.com,0.4,0.2,0.2,0.2,0.0
vimeo.com,0.0,0.0,1.0,0.0,0.0
viral4real.com,1.0,0.0,0.0,0.0,0.0
viraln.com,0.0,1.0,0.0,0.0,0.0
viralnova.com,0.333333333333,0.133333333333,0.266666666667,0.2,0.0666666666667
viralnovas.com,0.0,1.0,0.0,0.0,0.0
viralscape.com,1.0,0.0,0.0,0.0,0.0
viralsmash.org,0.0,0.0,1.0,0.0,0.0
viralwomen.com,0.0,1.0,0.0,0.0,0.0
visualwalkthroughs.com,0.0,1.0,0.0,0.0,0.0
vkool.com,0.0,0.0,1.0,0.0,0.0
vladimirs-trampoline-clown-act.itsworthashare.com,1.0,0.0,0.0,0.0,0.0
vnexpress.net,0.666666666667,0.0,0.0,0.333333333333,0.0
voicefinance.com,0.0,1.0,0.0,0.0,0.0
vov.vn,1.0,0.0,0.0,0.0,0.0
vox-static.liverail.com,1.0,0.0,0.0,0.0,0.0
vox.com,0.0,0.5,0.5,0.0,0.0
vrbo.com,0.25,0.25,0.125,0.375,0.0
vsbee.com,1.0,0.0,0.0,0.0,0.0
vtc.vn,0.0,0.0,0.0,1.0,0.0
vwvortex.com,0.5,0.5,0.0,0.0,0.0
vyped.com,0.0,1.0,0.0,0.0,0.0
w.buz2mobile.com,1.0,0.0,0.0,0.0,0.0
wagbrag.com,0.0,1.0,0.0,0.0,0.0
wakeup-world.com,0.0,0.5,0.5,0.0,0.0
wakeuplifestyle.com,0.5,0.166666666667,0.166666666667,0.166666666667,0.0
wallstcheatsheet.com,0.0,0.0,1.0,0.0,0.0
wane.com,0.0,0.0,1.0,0.0,0.0
wantingwhatyouhave.com,0.0,0.0,1.0,0.0,0.0
wantthatwedding.co.uk,1.0,0.0,0.0,0.0,0.0
washingtonexaminer.com,1.0,0.0,0.0,0.0,0.0
washingtonpost.com,0.25,0.125,0.5,0.125,0.0
washingtontimes.com,0.5,0.0,0.0,0.5,0.0
washingtonweeklynews.com,0.0,0.0,0.0,1.0,0.0
watchblog.com,0.0,1.0,0.0,0.0,0.0
wayfair.com,0.5,0.5,0.0,0.0,0.0
wbos.tunegenie.com,1.0,0.0,0.0,0.0,0.0
wbtw.com,1.0,0.0,0.0,0.0,0.0
wcfcourier.com,1.0,0.0,0.0,0.0,0.0
wealthmodels.com,1.0,0.0,0.0,0.0,0.0
weaselzippers.us,0.0,0.0,1.0,0.0,0.0
weather.com,0.0,0.0,1.0,0.0,0.0
weather.ksat.com,1.0,0.0,0.0,0.0,0.0
weather.weatherbug.com,0.0,0.0,1.0,0.0,0.0
weatherblog.kshb.com,0.0,0.0,1.0,0.0,0.0
weatherzone.com.au,0.0,0.0,1.0,0.0,0.0
web-musicmotion.com,0.0,1.0,0.0,0.0,0.0
web.mail.comcast.net,0.25,0.25,0.125,0.125,0.25
web.mta.info,0.0,0.0,0.5,0.0,0.5
web.roblox.com,0.0,0.0,0.75,0.25,0.0
web.tmxmoney.com,1.0,0.0,0.0,0.0,0.0
web2.0calc.com,0.0,0.0,1.0,0.0,0.0
webmail.c.earthlink.net,0.0,0.0,1.0,0.0,0.0
webmail.earthlink.net,0.333333333333,0.333333333333,0.333333333333,0.0,0.0
webmail.excite.com,1.0,0.0,0.0,0.0,0.0
webmail.hawaii.rr.com,1.0,0.0,0.0,0.0,0.0
webmail.rcn.com,1.0,0.0,0.0,0.0,0.0
webmail.twc.com,1.0,0.0,0.0,0.0,0.0
webmail2.armstrongmywire.com,1.0,0.0,0.0,0.0,0.0
webmaila.juno.com,0.333333333333,0.0,0.666666666667,0.0,0.0
websearch.about.com,0.0,0.0,1.0,0.0,0.0
websearch.goodforsearch.info,0.0,1.0,0.0,0.0,0.0
websta.me,0.4,0.2,0.4,0.0,0.0
webtehaber.com,0.0,0.0,0.0,1.0,0.0
wecravegamestoo.com,1.0,0.0,0.0,0.0,0.0
weddingchicks.com,1.0,0.0,0.0,0.0,0.0
weddinghowtos.com,0.0,1.0,0.0,0.0,0.0
weeklyfit.com,0.0,1.0,0.0,0.0,0.0
weelicious.com,0.0,1.0,0.0,0.0,0.0
wegotthiscovered.com,1.0,0.0,0.0,0.0,0.0
welcometoloudcity.com,1.0,0.0,0.0,0.0,0.0
wellcareplan.com,1.0,0.0,0.0,0.0,0.0
wellnessjunky.com,0.0,1.0,0.0,0.0,0.0
wereverwero.mx,1.0,0.0,0.0,0.0,0.0
wesh.com,1.0,0.0,0.0,0.0,0.0
westernjournalism.com,0.5,0.5,0.0,0.0,0.0
westword.com,0.0,1.0,0.0,0.0,0.0
wgal.com,1.0,0.0,0.0,0.0,0.0
wgno.com,0.0,0.0,0.0,1.0,0.0
wgnradio.com,0.5,0.0,0.5,0.0,0.0
wgntv.com,0.0,0.5,0.0,0.0,0.5
what-is-this.net,1.0,0.0,0.0,0.0,0.0
whatculture.com,0.666666666667,0.0,0.333333333333,0.0,0.0
whatsgabycooking.com,0.0,1.0,0.0,0.0,0.0
whio.com,0.0,0.0,0.0,0.0,1.0
whittierdailynews.com,1.0,0.0,0.0,0.0,0.0
whoabout.com,0.0,0.0,1.0,0.0,0.0
whois.domaintools.com,0.0,0.0,0.0,0.0,1.0
wholenewmom.com,0.0,0.0,1.0,0.0,0.0
wholesomebabyfood.momtastic.com,0.0,1.0,0.0,0.0,0.0
wiadomosci.onet.pl,0.0,1.0,0.0,0.0,0.0
wibw.com,1.0,0.0,0.0,0.0,0.0
widget.eviesays.com,0.0,1.0,0.0,0.0,0.0
wiki.answers.com,1.0,0.0,0.0,0.0,0.0
wikihow.com,0.0,1.0,0.0,0.0,0.0
williamsondailynews.com,1.0,0.0,0.0,0.0,0.0
windows.appnetwork.music_and_videos_music.microsoftadexchange.com,1.0,0.0,0.0,0.0,0.0
windows.msn_apps_windows.travel.microsoftadexchange.com,0.0,0.0,1.0,0.0,0.0
windows.xbox_apps_windows.games.microsoftadexchange.com,0.0,1.0,0.0,0.0,0.0
wishesquotes.com,0.0,1.0,0.0,0.0,0.0
wishtv.com,0.0,0.0,1.0,0.0,0.0
witcher.wikia.com,0.0,1.0,0.0,0.0,0.0
wittyfeed.com,0.0,0.0,0.0,1.0,0.0
wivb.com,0.0,1.0,0.0,0.0,0.0
wklb.tunegenie.com,1.0,0.0,0.0,0.0,0.0
wkrg.com,0.0,1.0,0.0,0.0,0.0
wkyt.com,0.0,0.0,0.0,0.0,1.0
wnd.com,0.333333333333,0.0,0.666666666667,0.0,0.0
wnep.com,0.666666666667,0.0,0.333333333333,0.0,0.0
wolary.net,1.0,0.0,0.0,0.0,0.0
wololo.net,0.0,0.0,0.0,1.0,0.0
womans-revenge.mostextremenews.com,0.0,0.0,1.0,0.0,0.0
womensbest.net,0.0,0.0,0.0,0.0,1.0
womenshealthmag.com,0.0,1.0,0.0,0.0,0.0
womenstrendtoday.com,0.0,1.0,0.0,0.0,0.0
womenwholovebooks.com,1.0,0.0,0.0,0.0,0.0
wonderfulfigures.com,1.0,0.0,0.0,0.0,0.0
wonkette.com,0.0,0.5,0.5,0.0,0.0
woodtv.com,0.0,0.0,1.0,0.0,0.0
woot.com,1.0,0.0,0.0,0.0,0.0
woozworld.com,0.0,0.0,1.0,0.0,0.0
wordfind.com,1.0,0.0,0.0,0.0,0.0
wordsolver.net,1.0,0.0,0.0,0.0,0.0
work.chron.com,0.5,0.0,0.0,0.0,0.5
worldfn.net,1.0,0.0,0.0,0.0,0.0
worldjournal.com,0.0,1.0,0.0,0.0,0.0
worldstarhiphop.com,0.0,1.0,0.0,0.0,0.0
worldtruth.tv,1.0,0.0,0.0,0.0,0.0
worldwarwings.com,0.0,1.0,0.0,0.0,0.0
worthly.com,0.0,0.0,1.0,0.0,0.0
woundedamericanwarrior.com,1.0,0.0,0.0,0.0,0.0
wowcrunch.com,0.0,1.0,0.0,0.0,0.0
wowt.com,1.0,0.0,0.0,0.0,0.0
wowway.net,0.0,1.0,0.0,0.0,0.0
wqad.com,0.0,1.0,0.0,0.0,0.0
wreg.com,0.0,0.0,1.0,0.0,0.0
wrmf.tunegenie.com,1.0,0.0,0.0,0.0,0.0
wrxads.golfwrx.com,1.0,0.0,0.0,0.0,0.0
ws.alltopics.com,0.0,0.0,0.0,1.0,0.0
wsav.com,0.0,1.0,0.0,0.0,0.0
wthr.com,1.0,0.0,0.0,0.0,0.0
wtnh.com,0.0,0.0,1.0,0.0,0.0
wtoc.com,0.0,1.0,0.0,0.0,0.0
wtvr.com,0.0,1.0,0.0,0.0,0.0
wunderground.com,0.333333333333,0.333333333333,0.333333333333,0.0,0.0
ww.alltopics.com,0.0,0.0,0.0,1.0,0.0
wwf-fb.zyngawithfriends.com,1.0,0.0,0.0,0.0,0.0
www.1001fonts.com,0.0,0.0,0.0,0.0,1.0
www.100daysofrealfood.com,0.0,1.0,0.0,0.0,0.0
www.101cookingfortwo.com,0.0,0.0,0.0,0.0,1.0
www.10news.com,0.0,0.0,0.333333333333,0.666666666667,0.0
www.10tv.com,0.0,1.0,0.0,0.0,0.0
www.123greetings.com,0.0,0.0,1.0,0.0,0.0
www.12news.com,1.0,0.0,0.0,0.0,0.0
www.12newsnow.com,1.0,0.0,0.0,0.0,0.0
www.15min.lt,0.0,0.0,1.0,0.0,0.0
www.1happybirthday.com,0.0,0.0,1.0,0.0,0.0
www.1sale.com,0.0,0.0,1.0,0.0,0.0
www.20000-names.com,0.0,1.0,0.0,0.0,0.0
www.247sports.com,0.0,0.0,1.0,0.0,0.0
www.24sata.info,0.0,0.0,1.0,0.0,0.0
www.2coolfishing.com,0.0,0.0,1.0,0.0,0.0
www.2knowmyself.com,1.0,0.0,0.0,0.0,0.0
www.321auto.com,0.0,0.0,1.0,0.0,0.0
www.365daysofcrockpot.com,0.0,1.0,0.0,0.0,0.0
www.3boysunprocessed.com,0.0,0.0,1.0,0.0,0.0
www.411.com,0.0,1.0,0.0,0.0,0.0
www.4allmindsandbodies.com,0.0,0.0,1.0,0.0,0.0
www.4dailynews.com,0.0,1.0,0.0,0.0,0.0
www.4tests.com,0.0,0.0,1.0,0.0,0.0
www.50states.com,0.0,0.0,1.0,0.0,0.0
www.620wtmj.com,1.0,0.0,0.0,0.0,0.0
www.7apps.me,0.0,0.0,1.0,0.0,0.0
www.99damage.de,0.0,0.0,1.0,0.0,0.0
www.9news.com,0.5,0.5,0.0,0.0,0.0
www.abante.com.ph,0.0,0.0,0.0,1.0,0.0
www.abbreviations.com,0.0,0.5,0.5,0.0,0.0
www.abc3340.com,0.0,0.0,1.0,0.0,0.0
www.abcactionnews.com,0.0,1.0,0.0,0.0,0.0
www.abcya.com,0.0,0.0,1.0,0.0,0.0
www.about.com,0.0,1.0,0.0,0.0,0.0
www.abovetopsecret.com,0.0,0.0,0.5,0.0,0.5
www.abs-cbnnews.com,0.0,0.666666666667,0.333333333333,0.0,0.0
www.accuradio.com,0.0,0.0,0.0,1.0,0.0
www.accuweather.com,0.285714285714,0.238095238095,0.333333333333,0.0952380952381,0.047619047619
www.actionnewsjax.com,0.0,0.0,0.0,1.0,0.0
www.activebeat.com,0.0,0.0,0.0,0.0,1.0
www.activistpost.com,1.0,0.0,0.0,0.0,0.0
www.actuanimaux.com,0.0,0.0,1.0,0.0,0.0
www.actublog24.com,0.0,0.0,1.0,0.0,0.0
www.actusports.fr,0.0,0.0,1.0,0.0,0.0
www.acunn.com,0.0,0.0,0.0,1.0,0.0
www.addictinggames.com,0.666666666667,0.0,0.0,0.333333333333,0.0
www.addictinginfo.org,0.0,0.0,1.0,0.0,0.0
www.adornedmagazine.com,0.0,1.0,0.0,0.0,0.0
www.adseekmediagroup.com,0.0,0.0,1.0,0.0,0.0
www.adtech.com,0.0,0.0,1.0,0.0,0.0
www.adultswim.com,0.0,0.5,0.0,0.5,0.0
www.advancedigital.com,0.0,0.0,0.0,0.666666666667,0.333333333333
www.advarsitysports.com,1.0,0.0,0.0,0.0,0.0
www.advertiser-tribune.com,1.0,0.0,0.0,0.0,0.0
www.adverts.ie,0.0,1.0,0.0,0.0,0.0
www.advfn.com,0.0,0.0,1.0,0.0,0.0
www.afamilyfeast.com,0.0,1.0,0.0,0.0,0.0
www.affilcenter.com,0.0,0.0,1.0,0.0,0.0
www.agame.com,0.0,0.0,1.0,0.0,0.0
www.agioritikovima.gr,0.0,1.0,0.0,0.0,0.0
www.agrilicious.org,0.0,0.0,0.0,1.0,0.0
www.agweb.com,1.0,0.0,0.0,0.0,0.0
www.ahealthportal.com,0.0,1.0,0.0,0.0,0.0
www.airfarewatchdog.com,0.0,0.0,1.0,0.0,0.0
www.airliners.net,0.0,0.0,1.0,0.0,0.0
www.ajc.com,0.0,0.0,0.0,1.0,0.0
www.akhbar-e-jehan.com,0.0,0.0,1.0,0.0,0.0
www.albinoblacksheep.com,1.0,0.0,0.0,0.0,0.0
www.alert5.com,0.0,0.0,1.0,0.0,0.0
www.alfy.com,1.0,0.0,0.0,0.0,0.0
www.allfordmustangs.com,0.0,0.0,0.0,1.0,0.0
www.allfreecopycatrecipes.com,0.0,1.0,0.0,0.0,0.0
www.allfreecrochet.com,0.0,0.0,1.0,0.0,0.0
www.allfreejewelrymaking.com,0.0,0.0,1.0,0.0,0.0
www.allfreeknitting.com,0.0,1.0,0.0,0.0,0.0
www.allkpop.com,0.0,0.0,1.0,0.0,0.0
www.allnewspipeline.com,1.0,0.0,0.0,0.0,0.0
www.allthetests.com,0.0,0.0,1.0,0.0,0.0
www.allyou.com,0.0,0.666666666667,0.333333333333,0.0,0.0
www.almanac.com,0.0,1.0,0.0,0.0,0.0
www.altdriver.com,0.0,0.0,0.0,1.0,0.0
www.alterationsneeded.com,0.0,1.0,0.0,0.0,0.0
www.amazing-green-tea.com,0.0,1.0,0.0,0.0,0.0
www.amazon.com,0.0,0.0,0.0,1.0,0.0
www.americanoverlook.com,0.428571428571,0.142857142857,0.428571428571,0.0,0.0
www.americanthinker.com,0.666666666667,0.0,0.333333333333,0.0,0.0
www.americantowns.com,0.0,0.0,0.0,0.0,1.0
www.amysglamour.com,1.0,0.0,0.0,0.0,0.0
www.androidcentral.com,0.0,0.0,0.0,1.0,0.0
www.anewmode.com,0.0,0.0,0.0,1.0,0.0
www.angelfire.com,0.0,0.0,1.0,0.0,0.0
www.angsarap.net,0.0,1.0,0.0,0.0,0.0
www.animalshelter.org,0.0,1.0,0.0,0.0,0.0
www.anime-planet.com,0.0,0.0,1.0,0.0,0.0
www.animeflavor.com,0.0,0.0,1.0,0.0,0.0
www.animehere.com,0.0,0.0,0.0,1.0,0.0
www.animeselect.tv,1.0,0.0,0.0,0.0,0.0
www.animeultima.io,0.0,0.0,0.5,0.5,0.0
www.anninhthudo.vn,1.0,0.0,0.0,0.0,0.0
www.annistonstar.com,0.0,1.0,0.0,0.0,0.0
www.answerbag.com,0.0,0.0,1.0,0.0,0.0
www.answers.com,0.344594594595,0.216216216216,0.290540540541,0.114864864865,0.0337837837838
www.antennash.com,1.0,0.0,0.0,0.0,0.0
www.anutritionisteats.com,1.0,0.0,0.0,0.0,0.0
www.anytraveller.com,0.0,0.0,0.5,0.5,0.0
www.aol.com,0.460317460317,0.126984126984,0.31746031746,0.0634920634921,0.031746031746
www.apartmentfinder.com,0.0,0.0,0.5,0.0,0.5
www.apartmentguide.com,0.0,1.0,0.0,0.0,0.0
www.apartmenttherapy.com,1.0,0.0,0.0,0.0,0.0
www.appledaily.com.tw,0.0,0.0,1.0,0.0,0.0
www.appsrumors.com,0.0,1.0,0.0,0.0,0.0
www.aquariacentral.com,1.0,0.0,0.0,0.0,0.0
www.arcadetree.com,0.0,1.0,0.0,0.0,0.0
www.arcamax.com,0.0,1.0,0.0,0.0,0.0
www.argunners.com,0.0,1.0,0.0,0.0,0.0
www.armorgames.com,0.0,0.0,1.0,0.0,0.0
www.armslist.com,0.2,0.0,0.6,0.2,0.0
www.armstrongmywire.com,1.0,0.0,0.0,0.0,0.0
www.aroundme.com,1.0,0.0,0.0,0.0,0.0
www.articletrunk.com,0.0,0.0,1.0,0.0,0.0
www.artyfactory.com,0.0,0.0,0.0,1.0,0.0
www.aseaofblue.com,0.0,0.0,1.0,0.0,0.0
www.askmefast.com,0.0,1.0,0.0,0.0,0.0
www.astateredwolves.com,1.0,0.0,0.0,0.0,0.0
www.astrosage.com,1.0,0.0,0.0,0.0,0.0
www.atomic-robo.com,0.0,0.0,1.0,0.0,0.0
www.attagirlsays.com,0.0,0.0,1.0,0.0,0.0
www.atvtraderonline.com,0.0,1.0,0.0,0.0,0.0
www.audizine.com,0.0,0.0,1.0,0.0,0.0
www.austinhomesearch.com,1.0,0.0,0.0,0.0,0.0
www.auto-selection.com,0.0,0.0,1.0,0.0,0.0
www.autoanything.com,1.0,0.0,0.0,0.0,0.0
www.autoblog.com,0.0,0.0,1.0,0.0,0.0
www.automobilemag.com,0.0,0.0,0.0,1.0,0.0
www.automotive.com,0.0,0.0,1.0,0.0,0.0
www.automotiveforums.com,0.0,0.0,0.0,1.0,0.0
www.autopartswarehouse.com,0.0,0.5,0.5,0.0,0.0
www.autoproyecto.com,0.0,0.0,1.0,0.0,0.0
www.autoscout24.fr,0.0,0.0,1.0,0.0,0.0
www.autoscout24.nl,0.0,0.0,1.0,0.0,0.0
www.autosport.com,1.0,0.0,0.0,0.0,0.0
www.autotrader.ca,0.5,0.0,0.0,0.5,0.0
www.avclub.com,0.5,0.25,0.25,0.0,0.0
www.awesomequotes4u.com,0.25,0.5,0.25,0.0,0.0
www.awkwardzombie.com,0.0,0.0,1.0,0.0,0.0
www.awulakna.net,1.0,0.0,0.0,0.0,0.0
www.azcentral.com,0.5,0.5,0.0,0.0,0.0
www.azlyrics.com,0.142857142857,0.357142857143,0.285714285714,0.214285714286,0.0
www.azteca.com,0.0,1.0,0.0,0.0,0.0
www.azteca7.com,0.0,1.0,0.0,0.0,0.0
www.aztecadeportes.com,0.0,1.0,0.0,0.0,0.0
www.b92.net,0.0,0.0,1.0,0.0,0.0
www.baby2see.com,0.0,0.0,1.0,0.0,0.0
www.babycenter.com,0.333333333333,0.333333333333,0.333333333333,0.0,0.0
www.babyhopes.com,0.0,0.0,1.0,0.0,0.0
www.babymed.com,0.0,0.5,0.5,0.0,0.0
www.babynameguide.com,0.0,0.0,1.0,0.0,0.0
www.babynames.com,0.0,1.0,0.0,0.0,0.0
www.babynames.org.uk,0.0,1.0,0.0,0.0,0.0
www.babynamescube.com,0.0,0.0,1.0,0.0,0.0
www.babynamesocean.com,0.0,1.0,0.0,0.0,0.0
www.babynamespedia.com,0.0,1.0,0.0,0.0,0.0
www.backdoorsurvival.com,0.0,1.0,0.0,0.0,0.0
www.backyardchickens.com,0.0,1.0,0.0,0.0,0.0
www.bada.tv,1.0,0.0,0.0,0.0,0.0
www.bakeatmidnite.com,0.0,0.0,1.0,0.0,0.0
www.bakedbyrachel.com,0.0,1.0,0.0,0.0,0.0
www.balkanweb.com,1.0,0.0,0.0,0.0,0.0
www.baltimoresun.com,0.0,0.0,0.666666666667,0.333333333333,0.0
www.bangla.pl,0.0,1.0,0.0,0.0,0.0
www.bankrate.com,0.0,0.5,0.0,0.0,0.5
www.barbarabakes.com,0.0,0.0,1.0,0.0,0.0
www.barchart.com,0.0,0.0,0.333333333333,0.666666666667,0.0
www.barnesandnoble.com,0.5,0.5,0.0,0.0,0.0
www.batesfamilyblog.com,0.0,1.0,0.0,0.0,0.0
www.batln.com,0.0,1.0,0.0,0.0,0.0
www.baumspage.com,1.0,0.0,0.0,0.0,0.0
www.bbc.com,0.294117647059,0.176470588235,0.294117647059,0.117647058824,0.117647058824
www.beaumontenterprise.com,1.0,0.0,0.0,0.0,0.0
www.beforeitsnews.com,0.5,0.0,0.0,0.5,0.0
www.behindthename.com,0.0,1.0,0.0,0.0,0.0
www.belfasttelegraph.co.uk,0.0,0.0,1.0,0.0,0.0
www.beliefnet.com,0.0,1.0,0.0,0.0,0.0
www.bellinghamherald.com,0.0,1.0,0.0,0.0,0.0
www.benzinga.com,0.0,1.0,0.0,0.0,0.0
www.bestofyoutube.com,0.0,0.0,1.0,0.0,0.0
www.bestplaces.net,0.25,0.25,0.25,0.25,0.0
www.bestrealestateinfo.info,0.0,1.0,0.0,0.0,0.0
www.bet.com,0.0,0.0,1.0,0.0,0.0
www.betcheslovethis.com,0.0,1.0,0.0,0.0,0.0
www.bf4blog.com,1.0,0.0,0.0,0.0,0.0
www.bhg.com,0.333333333333,0.0,0.333333333333,0.333333333333,0.0
www.biblegateway.com,0.166666666667,0.333333333333,0.166666666667,0.166666666667,0.166666666667
www.biblestudytools.com,0.5,0.5,0.0,0.0,0.0
www.bibme.org,0.0,1.0,0.0,0.0,0.0
www.bidnessetc.com,1.0,0.0,0.0,0.0,0.0
www.bigbangreviews.com,0.0,0.0,1.0,0.0,0.0
www.bigheadfootball.net,0.0,0.0,1.0,0.0,0.0
www.bigwestracing.com,0.0,0.0,1.0,0.0,0.0
www.bikeforums.net,1.0,0.0,0.0,0.0,0.0
www.bikepedia.com,0.0,1.0,0.0,0.0,0.0
www.billboard.com,0.25,0.75,0.0,0.0,0.0
www.biography.com,0.0,1.0,0.0,0.0,0.0
www.biologycorner.com,0.5,0.0,0.5,0.0,0.0
www.birthdaypartyideas4kids.com,1.0,0.0,0.0,0.0,0.0
www.bismanonline.com,1.0,0.0,0.0,0.0,0.0
www.bittorrent.com,0.0,1.0,0.0,0.0,0.0
www.bizapedia.com,0.0,0.0,1.0,0.0,0.0
www.bizjournals.com,0.0,0.0,0.5,0.0,0.5
www.bizpacreview.com,0.25,0.25,0.5,0.0,0.0
www.blazersedge.com,0.0,0.0,1.0,0.0,0.0
www.bleachmx.net,0.0,0.0,1.0,0.0,0.0
www.bleedingcool.com,0.0,0.0,0.0,1.0,0.0
www.bleedinggreennation.com,1.0,0.0,0.0,0.0,0.0
www.bleepingcomputer.com,0.666666666667,0.0,0.333333333333,0.0,0.0
www.blinkx.com,0.0,1.0,0.0,0.0,0.0
www.blinn.edu,1.0,0.0,0.0,0.0,0.0
www.blisstree.com,0.0,0.5,0.5,0.0,0.0
www.blogilates.com,0.0,1.0,0.0,0.0,0.0
www.blogto.com,0.0,1.0,0.0,0.0,0.0
www.bloomberg.co.jp,0.0,1.0,0.0,0.0,0.0
www.bluelionsports.com,0.0,0.5,0.5,0.0,0.0
www.bluvideos.com,0.5,0.0,0.0,0.5,0.0
www.boattrader.com,0.5,0.0,0.0,0.5,0.0
www.bocalista.com,0.0,0.0,0.0,0.0,1.0
www.body-in-balance.org,0.0,1.0,0.0,0.0,0.0
www.boldride.com,0.0,0.0,1.0,0.0,0.0
www.bollywoodlife.com,0.0,0.0,1.0,0.0,0.0
www.bom.gov.au,0.0,1.0,0.0,0.0,0.0
www.bomb01.com,0.0,0.0,1.0,0.0,0.0
www.booksonbooks.com,0.0,1.0,0.0,0.0,0.0
www.boreburn.com,0.0,0.0,1.0,0.0,0.0
www.boredpanda.com,0.4,0.2,0.4,0.0,0.0
www.boston.com,0.6,0.0,0.4,0.0,0.0
www.bostonglobe.com,0.5,0.5,0.0,0.0,0.0
www.bourque.com,0.0,0.0,1.0,0.0,0.0
www.brainfall.com,0.285714285714,0.0,0.428571428571,0.285714285714,0.0
www.brainjet.com,0.452830188679,0.132075471698,0.245283018868,0.132075471698,0.0377358490566
www.brainyquote.com,0.285714285714,0.0,0.571428571429,0.142857142857,0.0
www.brandsoftheworld.com,0.0,0.0,1.0,0.0,0.0
www.brasil247.com,0.0,0.0,0.0,1.0,0.0
www.breitbart.com,0.571428571429,0.285714285714,0.142857142857,0.0,0.0
www.brickshelf.com,1.0,0.0,0.0,0.0,0.0
www.bricopage.com,0.0,0.0,1.0,0.0,0.0
www.bridaltune.com,1.0,0.0,0.0,0.0,0.0
www.brighteyedbaker.com,0.0,0.0,1.0,0.0,0.0
www.brighthand.com,0.0,0.0,0.0,1.0,0.0
www.britannica.com,0.0,1.0,0.0,0.0,0.0
www.broadwayworld.com,0.0,0.6,0.4,0.0,0.0
www.browardpalmbeach.com,1.0,0.0,0.0,0.0,0.0
www.browneyedbaker.com,0.0,0.333333333333,0.666666666667,0.0,0.0
www.bt.dk,0.0,0.0,1.0,0.0,0.0
www.bubblegame.org,0.0,0.0,0.0,1.0,0.0
www.bubhub.com.au,0.0,0.0,1.0,0.0,0.0
www.buddytv.com,1.0,0.0,0.0,0.0,0.0
www.budgetbytes.com,0.0,1.0,0.0,0.0,0.0
www.builderonline.com,1.0,0.0,0.0,0.0,0.0
www.buscapalabra.com,1.0,0.0,0.0,0.0,0.0
www.businessadvicesource.com,1.0,0.0,0.0,0.0,0.0
www.businessballs.com,0.0,1.0,0.0,0.0,0.0
www.businessesforsale.com,0.0,1.0,0.0,0.0,0.0
www.businessinsider.com,0.428571428571,0.142857142857,0.142857142857,0.142857142857,0.142857142857
www.businessnewsdaily.com,0.333333333333,0.666666666667,0.0,0.0,0.0
www.businesspundit.com,0.0,1.0,0.0,0.0,0.0
www.bustersprofiles.com,1.0,0.0,0.0,0.0,0.0
